"Shape","Size_or_Ratio","Day","Area","BPM_gcamp","Maximum","FWHM","T0","T50","T75","BeatRatePeak_bpm","Time_Int_sec","Max_Contract_pixsec","Max_Relax","Group","ShapeGroup"
"Star",1,18,-0.26729020582298,1.59554659925557,0.5239152531687,0.234944389424021,1.1401897572328,0.075250244297693,0.0401444848921952,1.79846836786351,-0.124333294920702,-0.34793705092548,-0.173855219003917,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.353387234915552,1.80469078717869,-0.147874890977788,0.379522913611516,0.85646531885606,0.301688020913046,0.233100869037649,1.94882570834766,-0.0860622340106926,-0.245742062150993,-0.00560972120603969,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-0.359536182297419,1.62880049975069,-0.578137319962306,0.504892903150139,0.765750702504315,0.471780322804697,0.411892147095433,1.79153731520201,0.16910111633716,-0.416594004561967,-0.334300847492337,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.283318175072499,0.891255640658652,-0.360641464131821,0.665507123673969,0.708571542729411,0.716935931738825,0.634733450181946,1.28272128419592,0.223777338248762,-0.504849858321401,-0.496475575721734,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-0.327033714328171,1.54693498135622,-0.671052298533031,0.496231912080781,0.625336056981134,0.503456654421088,0.425970880585007,1.73261229561021,0.13083005542715,-0.546059231304836,-0.476819132797611,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.653841048494495,-0.799406929799988,0.431299383928005,-0.371067728270539,0.290705278045304,-0.287146187170557,-0.270796868251777,-0.624299912308975,-0.417773442248844,-0.313410963687176,-0.138269280609874,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.6142224999217,-0.624811259872178,1.40221277016626,0.53036136203726,1.48640112549013,0.276730911154677,0.254003037776772,-0.18152448637464,0.424264466685012,-0.24260563009926,-0.0393190573800842,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.499799606815877,0.00329399730414804,0.801590596830672,0.342992396823928,1.33464715292298,0.0995354318702595,0.0913634355628552,0.154635258364156,-0.131990948744872,0.0552034067999664,0.407103759621748,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.171065620782914,0.830662464718309,0.160163527697685,1.06991537994219,0.943802263322369,1.08553324509319,0.953534709752613,0.985970368168215,0.759904883065153,0.00538531320926985,0.178791545498161,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.284278385579077,0.445310681156354,0.83305722569245,0.512010351256641,1.30280053228885,0.330964630437286,0.281987759559729,1.25698264667662,-0.0880239700465475,-0.119626078681461,0.126779545696972,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.182062004118524,-0.5876417760554,0.595942089210429,1.28824095679947,1.53778999060428,1.12796033168242,1.01468650920426,-0.313421163699693,1.21526855833524,-0.101329380557376,-0.0226767619722799,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.53260460686254,0.735647694066987,0.84055337196625,0.80356846646274,1.0128032746963,0.74198903038088,0.651748852006769,1.43907963193651,0.466791691742987,-0.114199392530562,0.0812468432726499,"Star 1to1 Day 18","Star 1to1"
